NULL;  NULL=w 
t;  T=t 
wan;  wan=watak 
watak;  wan=watak 
C;  C=c 
c;  C=c 
an;  an=atak 
atak;  an=atak 
i;  a=i=u=wa 
u;  a=i=u=wa 
NULL;  "T=NULL=t 
"T;  "T=NULL=t 
t;  "T=NULL=t 
m;  "M=M=m 
ha;  ha=haz 
haz;  ha=haz 
NULL;  M=NULL 
M;  M=NULL 
NULL;  "='=NULL 
";  "='=NULL 
';  "='=NULL 
a;  a=ki 
ki;  a=ki 
kili;  kili=kina 
kina;  kili=kina 
ali;  ali=ku 
ku;  ali=ku 
li;  li=wa 
wa;  li=wa 
m;  m=w 
w;  m=w 
a;  a=ni 
ni;  a=ni 
B;  B=b 
b;  B=b 
N;  N=n 
n;  N=n 
k;  k=l 
l;  k=l 
l;  l=v 
v;  l=v 
NULL;  M=NULL=m 
M;  M=NULL=m 
m;  M=NULL=m 
NULL;  Ma=NULL 
Ma;  Ma=NULL 
a;  a=i=u 
i;  a=i=u 
u;  a=i=u 
zi;  a=wa=zi 
NULL;  NULL=k=t 
k;  NULL=k=t 
t;  NULL=k=t 
a;  a=i=li 
NULL;  Ki=NULL=ki 
u;  u=zi 
zi;  u=zi 
ki;  ki=wa 
wa;  ki=wa 
vi;  vi=wa 
wa;  vi=wa 
ya;  ya=zi 
zi;  ya=zi 
i;  i=u=wa 
u;  i=u=wa 
wa;  i=u=wa 
m;  m=wa 
wa;  m=wa 
ha;  ha=hak 
hak;  ha=hak 
NULL;  NULL=i 
i;  NULL=i 
NULL;  NULL=k=v=z 
k;  NULL=k=v=z 
v;  NULL=k=v=z 
z;  NULL=k=v=z 
P;  P=p 
p;  P=p 
D;  D=d 
d;  D=d 
a;  a=tu 
tu;  a=tu 
ali;  ali=ataka 
ataka;  ali=ataka 
A;  A=a=wa 
k;  k=z 
z;  k=z 
ame;  ame=ku 
ku;  ame=ku 
ak;  ak=al 
al;  ak=al 
a;  a=vi 
vi;  a=vi 
NULL;  NULL=k=v 
k;  NULL=k=v 
v;  NULL=k=v 
NULL;  NULL=k=l=v 
k;  NULL=k=l=v 
l;  NULL=k=l=v 
v;  NULL=k=l=v 
ki;  ki=u 
u;  ki=u 
k;  k=t 
t;  k=t 
a;  a=ku 
ku;  a=ku 
m;  m=u 
u;  m=u 
K;  K=k=v 
k;  K=k=v 
v;  K=k=v 
li;  a=li=wa 
u;  u=wa=ya 
i;  i=u=wa=ya 
u;  i=u=wa=ya 
li;  li=ya 
ya;  li=ya 
in;  in=itak 
itak;  in=itak 
V;  V=v 
v;  V=v 
ni;  a=ni=wa 
wa;  i=wa=zi 
Ki;  Ki=Wa 
Wa;  Ki=Wa 
ku;  ku=waki 
waki;  ku=waki 
"T;  "T=t 
t;  "T=t 
ku;  ku=wa 
wa;  ku=wa 
i;  a=i=wa=ya 
NULL;  "T=NULL 
"T;  "T=NULL 
NULL;  NULL=k=l=n=v=z 
k;  NULL=k=l=n=v=z 
l;  NULL=k=l=n=v=z 
n;  NULL=k=l=n=v=z 
v;  NULL=k=l=n=v=z 
z;  NULL=k=l=n=v=z 
wak;  wak=wal 
wal;  wak=wal 
NULL;  Ki=NULL 
Ki;  Ki=NULL 
wali;  wali=wana 
wana;  wali=wana 
NULL;  NULL=wana 
wana;  NULL=wana 
i;  a=i=ya 
M;  M=kim=m 
ha;  ha=hal 
hal;  ha=hal 
aki;  aki=ku 
ku;  aki=ku 
ime;  ime=ku 
ku;  ime=ku 
itak;  in=itak=yan 
NULL;  NULL=ya 
ya;  NULL=ya 
i;  i=tu 
tu;  i=tu 
ku;  ku=wame 
wame;  ku=wame 
ki;  a=ki=wa 
C;  C=K 
K;  C=K 
lin;  lin=litak 
litak;  lin=litak 
NULL;  "=(=NULL 
";  "=(=NULL 
(;  "=(=NULL 
al;  al=wak 
wak;  al=wak 
zili;  zili=zina=zitaka 
ali;  ali=ana=ataka 
ni;  ni=wa 
wa;  ni=wa 
I;  I=i 
i;  I=i 
M;  M=Ma 
Ma;  M=Ma 
NULL;  NULL=W 
W;  NULL=W 
a;  a=i=zi 
u;  i=u=zi 
NULL;  2=NULL 
2;  2=NULL 
i;  a=i=tu=wa 
tu;  a=i=tu=wa 
tu;  a=tu=wa 
NULL;  NULL=li 
li;  NULL=li 
ya;  i=li=ya 
ha;  ha=k 
k;  ha=k 
aliy;  aliy=am 
am;  aliy=am 
J;  J=j 
j;  J=j 
h;  h=haw=hay 
haw;  h=haw=hay 
hay;  h=haw=hay 
NULL;  NULL=h=w 
h;  NULL=h=w 
w;  NULL=h=w 
w;  "W=W=w 
wa;  i=li=wa 
NULL;  NULL=haya 
haya;  NULL=haya 
R;  R=r 
r;  R=r 
ku;  ku=wali 
wali;  ku=wali 
hai;  hai=ku 
ku;  hai=ku 
NULL;  NULL=T 
T;  NULL=T 
NULL;  NULL=h 
h;  NULL=h 
NULL;  3=NULL 
3;  3=NULL 
NULL;  "T=NULL=T=t 
t;  "T=NULL=T=t 
NULL;  NULL=Wa 
Wa;  NULL=Wa 
un;  un=utak 
utak;  un=utak 
i;  a=i=u=wa=ya 
u;  a=i=u=wa=ya 
NULL;  NULL=U=u 
U;  NULL=U=u 
u;  NULL=U=u 
ku;  ku=wana 
wana;  ku=wana 
u;  u=vi 
vi;  u=vi 
ina;  ina=ku 
ku;  ina=ku 
NULL;  NULL=ma=u 
ma;  NULL=ma=u 
u;  NULL=ma=u 
m;  m=u=wa 
u;  m=u=wa 
wa;  m=u=wa 
u;  i=li=u 
al;  al=as 
as;  al=as 
ili;  ili=ina 
ina;  ili=ina 
h;  h=hay 
hay;  h=hay 
NULL;  NULL=p=w=y 
p;  NULL=p=w=y 
w;  NULL=p=w=y 
y;  NULL=p=w=y 
ana;  ana=ku 
ku;  ana=ku 
u;  i=li=u=ya 
ya;  i=li=u=ya 
Ki;  Ki=M 
M;  Ki=M 
ha;  ha=ku 
ku;  ha=ku 
W;  W=w=y 
w;  W=w=y 
y;  W=w=y 
K;  K=V=k=v 
V;  K=V=k=v 
k;  K=V=k=v 
v;  K=V=k=v 
ita;  ita=ku 
ku;  ita=ku 
u;  i=u=ya=zi 
ya;  i=u=ya=zi 
ki;  ki=ya 
ya;  ki=ya 
NULL;  NULL=ki=u 
ki;  NULL=ki=u 
u;  NULL=ki=u 
NULL;  NULL=U 
U;  NULL=U 
V;  V=k=v 
k;  V=k=v 
v;  V=k=v 
NULL;  NULL=hazi 
hazi;  NULL=hazi 
NULL;  K=NULL 
K;  K=NULL 
NULL;  NULL=a=wa 
K;  K=M 
M;  K=M 
NULL;  NULL=n=z 
n;  NULL=n=z 
z;  NULL=n=z 
ya;  i=ya=zi 
kin;  kin=kitak 
kitak;  kin=kitak 
NULL;  NULL=haw=w 
u;  a=i=ki=li=u=vi=wa=ya=zi 
i;  i=ku 
ku;  i=ku 
ku;  a=ku=wa 
M;  M=m=w 
m;  M=m=w 
w;  M=m=w 
hai;  hai=hawa 
hawa;  hai=hawa 
NULL;  NULL=is 
is;  NULL=is 
NULL;  K=NULL=k 
K;  K=NULL=k 
k;  K=NULL=k 
Z;  Z=z 
z;  Z=z 
i;  i=tu=wa 
tu;  i=tu=wa 
wa;  i=tu=wa 
vi;  vi=ya 
ya;  vi=ya 
ku;  ku=wata 
wata;  ku=wata 
u;  a=i=ki=li=u=wa=ya=zi 
a;  a=i=ki 
ha;  ha=hal=haz 
hal;  ha=hal=haz 
haz;  ha=hal=haz 
K;  K=m 
m;  K=m 
NULL;  NULL=hau 
hau;  NULL=hau 
ak;  ak=wal 
wal;  ak=wal 
F;  F=f 
f;  F=f 
k;  k=m 
m;  k=m 
u;  a=i=li=u=wa 
ku;  ku=kuto 
kuto;  ku=kuto 
ku;  ku=walio 
walio;  ku=walio 
NULL;  1,=NULL 
1,;  1,=NULL 
ku;  ku=wanao 
wanao;  ku=wanao 
aliye;  aliye=ku 
ku;  aliye=ku 
NULL;  NULL=k=m 
k;  NULL=k=m 
m;  NULL=k=m 
aka;  aka=ku 
ku;  aka=ku 
NULL;  NULL=vi 
vi;  NULL=vi 
u;  i=u=vi 
ha;  ha=hai 
hai;  ha=hai 
NULL;  NULL=l=n 
l;  NULL=l=n 
n;  NULL=l=n 
k;  k=m=v 
m;  k=m=v 
v;  k=m=v 
NULL;  "=NULL=ki 
";  "=NULL=ki 
ki;  "=NULL=ki 
ali;  ali=wana 
wana;  ali=wana 
l;  l=v=z 
v;  l=v=z 
z;  l=v=z 
NULL;  ,=NULL 
,;  ,=NULL 
NULL;  NULL=na 
na;  NULL=na 
M;  M=m=mi 
m;  M=m=mi 
mi;  M=m=mi 
p;  p=y 
y;  p=y 
"H;  "H=h 
h;  "H=h 
A;  A=a=i=wa 
i;  A=a=i=wa 
NULL;  NULL=tu 
tu;  NULL=tu 
NULL;  NULL=l=n=z 
l;  NULL=l=n=z 
n;  NULL=l=n=z 
z;  NULL=l=n=z 
1;  1=2 
2;  1=2 
U;  U=u=wa 
u;  U=u=wa 
wa;  U=u=wa 
kili;  kili=kitaka 
kitaka;  kili=kitaka 
ma;  ma=u 
u;  ma=u 
u;  a=u=wa=ya 
J;  J=Y 
Y;  J=Y 
ak;  ak=al=wal 
C;  C=S 
S;  C=S 
in;  in=it 
it;  in=it 
u;  a=i=li=u=wa=ya=zi 
W;  Mw=W=mw=w 
L;  L=l 
l;  L=l 
B;  B=M 
M;  B=M 
zili;  zili=zitaka 
zitaka;  zili=zitaka 
watak;  un=wan=watak 
wa;  i=vi=wa 
A;  A=a=i 
a;  A=a=i 
i;  A=a=i 
vili;  vili=vina 
vina;  vili=vina 
a;  a=i=u=zi 
u;  a=i=u=zi 
K;  K=h=k 
h;  K=h=k 
k;  K=h=k 
wak;  al=wak=wal 
NULL;  NULL=m=mi 
m;  NULL=m=mi 
mi;  NULL=m=mi 
ata;  ata=ku 
ku;  ata=ku 
m;  m=ma 
ma;  m=ma 
NULL;  NULL=ki=ma 
ki;  NULL=ki=ma 
ma;  NULL=ki=ma 
NULL;  NULL=ha=hawa 
aliy;  aliy=wam 
wam;  aliy=wam 
NULL;  "W=NULL=w=y 
"W;  "W=NULL=w=y 
w;  "W=NULL=w=y 
y;  "W=NULL=w=y 
u;  u=wa=zi 
wa;  u=wa=zi 
zi;  u=wa=zi 
ku;  ku=kuwa 
kuwa;  ku=kuwa 
ya;  i=vi=ya 
haw;  haw=hay 
hay;  haw=hay 
NULL;  NULL=si 
si;  NULL=si 
NULL;  NULL=T=t 
T;  NULL=T=t 
t;  NULL=T=t 
"N;  "N=n 
n;  "N=n 
NULL;  NULL=ak 
ak;  NULL=ak 
n;  n=v 
v;  n=v 
ha;  ha=hav 
hav;  ha=hav 
NULL;  NULL=S 
S;  NULL=S 
NULL;  6=NULL 
6;  6=NULL 
G;  G=g 
g;  G=g 
NULL;  NULL=hali 
hali;  NULL=hali 
vi;  a=vi=wa 
u;  a=i=u=wa=zi 
NULL;  NULL=ha=k 
ha;  NULL=ha=k 
k;  NULL=ha=k 
m;  m=v 
v;  m=v 
i;  a=i=u=ya 
u;  a=i=u=ya 
alipo;  alipo=ku 
ku;  alipo=ku 
M;  M=w 
w;  M=w 
NULL;  NULL=as 
as;  NULL=as 
NULL;  C=NULL 
C;  C=NULL 
NULL;  Ma=NULL=ma=u 
u;  Ma=NULL=ma=u 
ku;  ku=yana 
yana;  ku=yana 
0;  0=1 
1;  0=1 
i;  a=i=tu=wa=ya 
tu;  a=i=tu=wa=ya 
NULL;  NULL=k=n=z 
k;  NULL=k=n=z 
n;  NULL=k=n=z 
z;  NULL=k=n=z 
ku;  ku=yame 
yame;  ku=yame 
hai;  hai=hau 
hau;  hai=hau 
wal;  wal=was 
was;  wal=was 
ha;  ha=hat 
hat;  ha=hat 
utak;  un=utak=wan 
hai;  ha=hai=hawa 
ha;  ha=s 
s;  ha=s 
h;  "H=H=h 
ni;  ni=tu 
tu;  ni=tu 
W;  W=mw=w 
lili;  lili=litaka 
litaka;  lili=litaka 
ku;  ku=kui 
kui;  ku=kui 
ku;  ku=waka 
waka;  ku=waka 
ili;  ili=ku 
ku;  ili=ku 
u;  a=i=li=u=wa=ya 
Dj;  Dj=J 
J;  Dj=J 
a;  a=i=ni 
NULL;  4=NULL 
4;  4=NULL 
ili;  ili=yana 
yana;  ili=yana 
zil;  zil=zis 
zis;  zil=zis 
m;  Mi=m=mi 
NULL;  "T=NULL=k=t 
"T;  "T=NULL=k=t 
k;  "T=NULL=k=t 
t;  "T=NULL=k=t 
NULL;  A=NULL 
A;  A=NULL 
h;  h=w 
w;  h=w 
vinav;  vinav=yana 
yana;  vinav=yana 
ku;  ku=ume 
ume;  ku=ume 
zi;  wa=ya=zi 
yali;  yali=yana 
yana;  yali=yana 
al;  al=ik 
ik;  al=ik 
lina;  lina=lisi 
lisi;  lina=lisi 
K;  K=k=mak 
li;  a=li=ya 
i;  i=ku=u 
kili;  kili=kina=kitaka 
ku;  ku=kum 
kum;  ku=kum 
a;  a=i=li=u 
u;  a=i=li=u 
NULL;  NULL=l=n=v=z 
l;  NULL=l=n=v=z 
n;  NULL=l=n=v=z 
v;  NULL=l=n=v=z 
z;  NULL=l=n=v=z 
M;  M=k 
k;  M=k 
li;  li=u=ya 
u;  li=u=ya 
ya;  li=u=ya 
iliyo;  iliyo=ku 
ku;  iliyo=ku 
wa;  tu=u=wa 
aliy;  aliy=am=wam 
W;  W=m=w 
m;  W=m=w 
w;  W=m=w 
yatak;  in=yan=yatak 
NULL;  N=NULL 
N;  N=NULL 
ili;  ili=viliv 
viliv;  ili=viliv 
zina;  zina=zisi 
zisi;  zina=zisi 
NULL;  "N=NULL=k=l=n=v=z 
"N;  "N=NULL=k=l=n=v=z 
k;  "N=NULL=k=l=n=v=z 
l;  "N=NULL=k=l=n=v=z 
n;  "N=NULL=k=l=n=v=z 
v;  "N=NULL=k=l=n=v=z 
z;  "N=NULL=k=l=n=v=z 
l;  l=n 
n;  l=n 
NULL;  NULL=a=i 
a;  NULL=a=i 
i;  NULL=a=i 
"M;  "M=m 
m;  "M=m 
M;  M=Mi=m=mi 
m;  M=Mi=m=mi 
NULL;  NULL=p 
p;  NULL=p 
k;  "K=K=k 
NULL;  8=NULL 
8;  8=NULL 
L;  L=R 
R;  L=R 
NULL;  I=NULL 
I;  I=NULL 
a;  a=i=vi 
ku;  ku=kul 
kul;  ku=kul 
ku;  ku=zime 
zime;  ku=zime 
M;  "m=M=m 
M;  M=Mu 
Mu;  M=Mu 
A;  A=i 
i;  A=i 
NULL;  NULL=h=w=y 
h;  NULL=h=w=y 
w;  NULL=h=w=y 
y;  NULL=h=w=y 
zi;  a=wa=ya=zi 
NULL;  1=19=NULL 
1;  1=19=NULL 
19;  1=19=NULL 
u;  a=i=li=u=wa=zi 
li;  a=li=u=wa 
u;  a=li=u=wa 
NULL;  NULL=ak=w 
ak;  NULL=ak=w 
w;  NULL=ak=w 
u;  i=u=wa=zi 
wa;  i=u=wa=zi 
h;  h=k=ku 
k;  h=k=ku 
ku;  h=k=ku 
vinav;  ina=vinav=yana 
NULL;  NULL=l=n=v 
l;  NULL=l=n=v 
n;  NULL=l=n=v 
v;  NULL=l=n=v 
ina;  ina=yali 
yali;  ina=yali 
NULL;  NULL=k=l=n=z 
k;  NULL=k=l=n=z 
l;  NULL=k=l=n=z 
n;  NULL=k=l=n=z 
z;  NULL=k=l=n=z 
in;  in=w 
w;  in=w 
NULL;  Ka=NULL 
Ka;  Ka=NULL 
S;  S=Sc 
Sc;  S=Sc 
NULL;  NULL=haw=w=y 
y;  NULL=haw=w=y 
k;  k=kum 
kum;  k=kum 
h;  h=haik=k 
NULL;  NULL=k=n 
k;  NULL=k=n 
n;  NULL=k=n 
ya;  i=li=ya=zi 
a;  a=i=tu 
i;  a=i=tu 
tu;  a=i=tu 
u;  Wa=u=wa 
k;  k=l=z 
l;  k=l=z 
z;  k=l=z 
n;  n=z 
z;  n=z 
Mo;  Mo=Mu 
Mu;  Mo=Mu 
an;  an=w 
w;  an=w 
hawa;  hawa=ku 
ku;  hawa=ku 
NULL;  "W=NULL=w 
"W;  "W=NULL=w 
w;  "W=NULL=w 
lil;  lil=lis 
lis;  lil=lis 
lili;  lili=lina=litaka 
NULL;  1=2=NULL 
1;  1=2=NULL 
2;  1=2=NULL 
kut;  kut=wali 
wali;  kut=wali 
NULL;  NULL=p=w 
p;  NULL=p=w 
w;  NULL=p=w 
Ki;  Ki=Wa=wa 
yanay;  yanay=zinaz 
zinaz;  yanay=zinaz 
h;  h=hawak=k 
ya;  li=ya=zi 
linal;  linal=yanay 
yanay;  linal=yanay 
S;  S=mas=s 
"K;  "K=k 
k;  "K=k 
Ki;  Ki=U 
U;  Ki=U 
alip;  alip=wali 
wali;  alip=wali 
"U;  "U=u 
u;  "U=u 
"A;  "A=a 
a;  "A=a 
in;  in=itak=yatak 
u;  a=i=u=wa=ya=zi 
u;  i=li=u=ya=zi 
ya;  i=li=u=ya=zi 
u;  i=li=u=zi 
u;  i=u=wa=ya=zi 
0;  0=2 
2;  0=2 
"Tu;  "Tu=wa 
wa;  "Tu=wa 
M;  M=N 
N;  M=N 
iliy;  iliy=uli 
uli;  iliy=uli 
ya;  i=ki=ku=li=u=vi=ya=zi 
in;  in=yatak 
yatak;  in=yatak 
NULL;  M=NULL=ma 
M;  M=NULL=ma 
ma;  M=NULL=ma 
K;  K=Q 
Q;  K=Q 
2;  2=3 
3;  2=3 
k;  k=n 
n;  k=n 
ki;  ki=ku 
ku;  ki=ku 
J;  J=ij=j 
M;  M=Wa 
Wa;  M=Wa 
NULL;  L=NULL 
L;  L=NULL 
wa;  i=ki=wa 
u;  i=ki=u 
NULL;  NULL=ki=wana 
ki;  NULL=ki=wana 
wana;  NULL=ki=wana 
ana;  ana=wali 
wali;  ana=wali 
E;  E=e 
e;  E=e 
an;  an=at 
at;  an=at 
u;  a=u=ya 
Wa;  Wa=u 
u;  Wa=u 
ana;  ana=anay 
anay;  ana=anay 
w;  w=wan 
wan;  w=wan 
u;  i=ki=li=u=vi=ya=zi 
ya;  i=ki=li=u=vi=ya=zi 
k;  k=kut 
kut;  k=kut 
yan;  yan=yatak 
yatak;  yan=yatak 
li;  li=u=wa 
u;  li=u=wa 
wa;  li=u=wa 
is;  il=is=yal 
iki;  iki=ku 
ku;  iki=ku 
ka;  ka=ku 
ku;  ka=ku 
NULL;  NULL=Y=w=y 
Y;  NULL=Y=w=y 
w;  NULL=Y=w=y 
y;  NULL=Y=w=y 
NULL;  19=NULL 
19;  19=NULL 
t;  "T=T=t 
NULL;  "=NULL=w=y 
";  "=NULL=w=y 
w;  "=NULL=w=y 
y;  "=NULL=w=y 
D;  D=d=mad 
NULL;  NULL=wali 
wali;  NULL=wali 
A;  A=O 
O;  A=O 
NULL;  2,=NULL 
2,;  2,=NULL 
NULL;  NULL=wame 
wame;  NULL=wame 
"W;  "W=w 
w;  "W=w 
NULL;  NULL=was 
was;  NULL=was 
NULL;  NULL=an 
an;  NULL=an 
m;  Wa=m=wa 
ni;  a=ni=tu=wa 
tu;  a=ni=tu=wa 
iliy;  iliy=ziliz 
ziliz;  iliy=ziliz 
wana;  wana=zinaz 
zinaz;  wana=zinaz 
ya;  i=ki=ya 
u;  a=i=ki=u=wa 
NULL;  "N=NULL 
"N;  "N=NULL 
O;  O=o 
o;  O=o 
u;  u=ya=zi 
ya;  u=ya=zi 
zi;  u=ya=zi 
NULL;  NULL=ana 
ana;  NULL=ana 
u;  i=li=u=wa=ya 
NULL;  NULL=n=v 
n;  NULL=n=v 
v;  NULL=n=v 
ak;  ak=an 
an;  ak=an 
Ki;  Ki=M=Wa 
M;  Ki=M=Wa 
Wa;  Ki=M=Wa 
NULL;  MA=NULL 
MA;  MA=NULL 
K;  K=v 
v;  K=v 
ki;  ki=u=wa 
u;  ki=u=wa 
wa;  ki=u=wa 
H;  H=M 
M;  H=M 
NULL;  NULL=h=haw=w=y 
h;  NULL=h=haw=w=y 
y;  NULL=h=haw=w=y 
wa;  i=li=wa=zi 
un;  un=watak 
watak;  un=watak 
NULL;  NULL=ma=vi 
ma;  NULL=ma=vi 
vi;  NULL=ma=vi 
"Tu;  "Tu=a 
a;  "Tu=a 
u;  a=i=li=u=ya=zi 
M;  M=W 
W;  M=W 
zi;  a=ya=zi 
a;  a=li=u 
li;  a=li=u 
u;  a=li=u 
NULL;  "=NULL=w 
";  "=NULL=w 
w;  "=NULL=w 
NULL;  NULL=havi 
havi;  NULL=havi 
a;  a=u=zi 
u;  a=u=zi 
zi;  a=u=zi 
u;  a=i=ni=u=wa 
M;  M=kim 
kim;  M=kim 
NULL;  NULL=m=u 
m;  NULL=m=u 
u;  NULL=m=u 
A;  A=Al 
Al;  A=Al 
NULL;  NULL=ha=l 
ha;  NULL=ha=l 
l;  NULL=ha=l 
a;  a=m 
m;  a=m 
k;  k=l=v 
l;  k=l=v 
v;  k=l=v 
ali;  ali=aliy 
aliy;  ali=aliy 
ku;  ku=ulio 
ulio;  ku=ulio 
i;  Wa=a=i=wa 
wak;  al=il=wak=wal 
M;  M=U=Wa=m=u=wa 
U;  M=U=Wa=m=u=wa 
m;  M=U=Wa=m=u=wa 
u;  M=U=Wa=m=u=wa 
M;  Ki=M=Wa=ki 
Wa;  Ki=M=Wa=ki 
A;  A=I 
I;  A=I 
NULL;  7=NULL 
7;  7=NULL 
ki;  ki=ma 
ma;  ki=ma 
ku;  aki=ku=waki 
NULL;  NULL=hak 
hak;  NULL=hak 
NULL;  Ki=NULL=Wa 
Ki;  Ki=NULL=Wa 
Wa;  Ki=NULL=Wa 
ya;  i=ki=ku=li=u=ya=zi 
NULL;  '=(=NULL 
';  '=(=NULL 
(;  '=(=NULL 
A;  A=wa 
wa;  A=wa 
NULL;  NULL=ame 
ame;  NULL=ame 
i;  a=i=ku=wa 
ku;  a=i=ku=wa 
NULL;  NULL=Z=k=l=v=z 
Z;  NULL=Z=k=l=v=z 
k;  NULL=Z=k=l=v=z 
l;  NULL=Z=k=l=v=z 
v;  NULL=Z=k=l=v=z 
z;  NULL=Z=k=l=v=z 
K;  K=S 
S;  K=S 
u;  u=vi=ya 
vi;  u=vi=ya 
ya;  u=vi=ya 
NULL;  NULL=k=l=n 
k;  NULL=k=l=n 
l;  NULL=k=l=n 
n;  NULL=k=l=n 
Ch;  Ch=K 
K;  Ch=K 
Ak;  Ak=al 
al;  Ak=al 
NULL;  NULL=WA 
WA;  NULL=WA 
u;  i=u=vi=ya 
ya;  i=u=vi=ya 
ku;  ku=zina 
zina;  ku=zina 
NULL;  "N=NULL=n 
"N;  "N=NULL=n 
n;  "N=NULL=n 
vin;  vin=vitak 
vitak;  vin=vitak 
ku;  ku=ya 
ya;  ku=ya 
i;  i=pa 
pa;  i=pa 
C;  C=Ma 
Ma;  C=Ma 
u;  i=li=u=wa=zi 
wa;  i=li=u=wa=zi 
kuw;  kuw=kuy 
kuy;  kuw=kuy 
M;  M=wa 
wa;  M=wa 
U;  U=Wa=m=u=wa 
m;  U=Wa=m=u=wa 
u;  U=Wa=m=u=wa 
kum;  kum=kuwa 
kuwa;  kum=kuwa 
iliy;  iliy=wali 
wali;  iliy=wali 
NULL;  NULL=haw 
haw;  NULL=haw 
ina;  ina=vinav 
vinav;  ina=vinav 
NULL;  "T=NULL=k 
"T;  "T=NULL=k 
k;  "T=NULL=k 
A;  A=a=i=ki=li=u=vi=wa=ya=zi 
u;  A=a=i=ki=li=u=vi=wa=ya=zi 
NULL;  NULL=a=i=wa 
i;  NULL=a=i=wa 
wan;  utak=wan=watak 
NULL;  "Ma=Ma=NULL=ma 
T;  T=Th 
Th;  T=Th 
ku;  ku=una 
una;  ku=una 
ku;  ku=uta 
uta;  ku=uta 
Wa;  Ki=Wa=ki 
am;  am=anay 
anay;  am=anay 
NULL;  "T=NULL=T=k=t 
k;  "T=NULL=T=k=t 
t;  "T=NULL=T=k=t 
NULL;  NULL=ak=w=y 
ak;  NULL=ak=w=y 
w;  NULL=ak=w=y 
y;  NULL=ak=w=y 
viliv;  ili=viliv=yali 
A;  A=a=li 
a;  A=a=li 
li;  A=a=li 
hal;  hal=haz 
haz;  hal=haz 
NULL;  NULL=u=wa 
u;  NULL=u=wa 
wa;  NULL=u=wa 
NULL;  NULL=O 
O;  NULL=O 
ku;  ku=zita 
zita;  ku=zita 
wat;  an=wan=wat 
NULL;  NULL=i=wa 
i;  NULL=i=wa 
wa;  NULL=i=wa 
i;  a=i=tu=u=wa 
